topic_0,topic_1,topic_2,topic_3,topic_4
0.5574960361900809,0.0012042577389522163,0.0011943235016527592,0.43891144131101767,0.001193941258296449
0.9571865505594319,0.010740005935447432,0.010786681013258694,0.010694104242468774,0.010592658249393158
0.4717950511465987,0.002331161933495586,0.244856010299613,0.0023294264343531753,0.2786883501859395
0.0014826379957892954,0.8376325059676625,0.0014874976044348166,0.001489047066037705,0.15790831136607575
0.0014251249036891047,0.9943279119789349,0.0014121609861063565,0.0014140451644261485,0.0014207569668437641
0.015991719126841514,0.015537478044242487,0.01565098137063009,0.9367903630841173,0.016029458374168606
0.001028702513441628,0.001039144042304975,0.766682847899366,0.23021731366088063,0.0010319918840067117
0.04208993996259745,0.47516364943364103,0.001615964593663725,0.4795359121808151,0.001594533829282759
0.0016027868869707886,0.9935457997623195,0.0016083391995826554,0.0016224025373969937,0.0016206716137300732
0.11004891245894337,0.8855930895493349,0.0014544582842939296,0.0014445305460310982,0.0014590091613967395
0.586673565036703,0.012572085408489564,0.012930655035656722,0.012592230824221513,0.3752314636949293
0.7970249222474125,0.050446937225855026,0.05018039279859545,0.05136456862869288,0.05098317909944409
0.0013502209977079617,0.636786569310057,0.0013484051802274614,0.0013496851553264518,0.3591651193566812
0.0008884019593823179,0.0008899628678441115,0.9964644888057202,0.0008767035378358764,0.0008804428292174235
0.0012931952536070015,0.0013060534759029067,0.9948345348795399,0.0012813624043909132,0.0012848539865594818
0.0014190876715172265,0.0014311453998347727,0.0014221967877347714,0.0014341933215749137,0.9942933768193384
0.18248084713420432,0.0008970881425593725,0.0009014562724059018,0.8148253118972996,0.0008952965535308616
0.0017474901865022988,0.3499651934606116,0.0017530516831558468,0.6110582109708684,0.03547605369886185
0.001318763774830903,0.9947456744782559,0.0013160901836919367,0.0013067796788255222,0.0013126918843957979
0.0011912050077415271,0.995236223668015,0.0011981003294135077,0.001187082076191929,0.0011873889186380052
0.31741162680540225,0.0023987776377628633,0.3298009013242349,0.0024139572094269168,0.3479747370231731
